title,year,citations_scholar,venue,link,source
Design and Development of the Data Model of a Distributed DLS Architecture for Archive Metadata.,2009,3.0,"IRCDL, 12-21, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:5awf1xo2G04C,Scholar
Evaluating Systems for Multilingual and Multimodal Information Access,2009,21.0,"Lecture Notes in Computer Science 5706, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:8gBurD7jEYQC,Scholar
Towards an Evaluation Infrastructure for Digital Library Performance Evaluation,2009,28.0,"Evaluation of Digital Libraries: An insight into usefulapplications and …, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:cK4Rrx0J3m0C,Scholar
The Role of the DIKW Hierarchy in the Design of a Digital Library System for the Scientific Data of Large- Scale Evaluation Campaigns,2009,5.0,"Bulletin of IEEE Technical Committee on Digital Libraries (IEEE-TCDL) 5 (1), 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:OP4eGU-M3BUC,Scholar
The FAST Annotation Service.,2009,1.0,"SEBD, 169-176, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:2VqYfGB8ITEC,Scholar
Towards an infrastructure for digital library performance evaluation,2009,2.0,"Evaluation of digital libraries: An insight into useful applications and …, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:_B80troHkn4C,Scholar
From CLEF to TrebleCLEF: the Evolution of the Cross-Language Evaluation Forum.,2008,10.0,"NTCIR, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:-f6ydRqryjwC,Scholar
Dealing with MultiLingual Information Access: Grid Experiments at TrebleCLEF,2008,7.0,"Post-proceedings of the Fourth Italian Research Conference on Digital …, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:738O_yMBCRsC,Scholar
Adding Advanced Annotation Functionalities to an Existing Digital Library System,2008,3.0,"Interdisciplinary Aspects of Information Systems Studies: The Italian …, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:70eg2SAEIzsC,Scholar
GeoCLEF 2008: The CLEF 2008 cross-language geographic information retrieval track overview,2008,77.0,"Workshop of the Cross-Language Evaluation Forum for European Languages, 808-821, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:48xauSegjOkC,Scholar
Design of a digital library system for large-scale evaluation campaigns,2008,7.0,"International Conference on Theory and Practice of Digital Libraries, 400-401, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:M3NEmzRMIkIC,Scholar
Annotations: A way to interoperability in DL,2008,6.0,"International Conference on Theory and Practice of Digital Libraries, 291-295, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:k_IJM867U9cC,Scholar
A methodology for sharing archival descriptive metadata in a distributed environment,2008,18.0,"International Conference on Theory and Practice of Digital Libraries, 268-279, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:e5wmG9Sq2KIC,Scholar
Appendix C Results of the Robust Track,2008,3.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:TIZ-Mc8IlK0C,Scholar
Direct: applying the dikw hierarchy to large-scale evaluation campaigns,2008,9.0,"Proceedings of the 8th ACM/IEEE-CS joint conference on Digital libraries …, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:wMgC3FpKEyYC,Scholar
From Research to Application in Multilingual Information Access: the Contribution of Evaluation.,2008,2.0,"LREC, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:KxtntwgDAa4C,Scholar
Workshop on novel methodologies for evaluation in information retrieval,2008,,"European Conference on Information Retrieval, 713-713, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:UxriW0iASnsC,Scholar
How robust are multilingual information retrieval systems?,2008,15.0,"Proceedings of the 2008 ACM symposium on applied computing, 1132-1136, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:_kc_bZDykSQC,Scholar
CLEF 2008: Ad Hoc Track Overview,2008,82.0,"Working Notes for the CLEF 2008 Workshop, Aarhus, Denmark, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:Hck25ST_3aIC,Scholar
CLEF 2008 Working Notes,2008,5.0,"CEUR Workshop Proceedings (CEUR-WS.org), ISSN 1613-0073, http://ceur-ws.org …, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:artPoR2Yc-kC,Scholar
Metodologie e percorsi interdisciplinari per la ideazione di un Sistema Informativo Archivistico,2008,4.0,"Atti e Memorie dell'Accademia Galileana di Scienze Lettere ed Arti in Padova …, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:a3BOlSfXSfwC,Scholar
Towards a Superimposed Peer Infrastructure for iNformation Access.,2008,,"SEBD, 398-405, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:_5tno0g5mFcC,Scholar
GeoCLEF 2007: The CLEF 2007 Cross-Language Geographic Information Retrieval Track Overview,2008,56.0,"Advances in Multilingual and Multimodal Information Retrieval: Eighth …, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:4hFrxpcac9AC,Scholar
The design of a DLS for the management of very large collections of archival objects,2008,1.0,"First Workshop on Very Large Digital Libraries, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:LjlpjdlvIbIC,Scholar
Appendix A: Results of the TEL@ CLEF Track,2008,4.0,"CLEF, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:SdhP9T11ey4C,Scholar
"The Design of the User Interface of a Scientific DLS in the Context of the Data, Information, Knowledge, and Wisdom Hierarchy.",2008,1.0,"IRCDL, 105-114, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:ZHo1McVdvXMC,Scholar
A Distributed Digital Library System Architecture for Archive Metadata.,2008,5.0,"IRCDL, 99-104, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:RYcK_YlVTxYC,Scholar
Digital annotations: a formal model and its applications,2008,5.0,"Information Access through Search Engines and Digital Libraries, 113-146, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:TFP_iSt0sucC,Scholar
Content-based Information Retrieval in SPINA.,2008,9.0,"IRCDL, 89-92, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:RHpTSmoSYBkC,Scholar
A statistical and graphical methodology for comparing bilingual to monolingual cross-language information retrieval,2008,4.0,"Information Access through Search Engines and Digital Libraries, 171-188, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:HDshCWvjkbEC,Scholar
An evaluation resource for Geographical Information Retrieval,2008,20.0,"European Language Resources Association (ELRA), 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:aqlVkmm33-oC,Scholar
Annotations and digital libraries: Designing adequate test-beds,2007,3.0,"International Conference on Asian Digital Libraries, 150-159, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:maZDTaKrznsC,Scholar
Modelling DL quality: A comparison between approaches: The DELOS reference model and the 5S model,2007,13.0,"Second DELOS Conference on Digital Libraries, 5-7, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:mNrWkgRL2YcC,Scholar
The DELOS digital library reference model,2007,80.0,"Foundations for digital Libraries, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:8JTMrWI6FdcC,Scholar
A formal model of annotations of digital content,2007,199.0,"ACM Transactions on Information Systems (TOIS) 26 (1), 1-57, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:u-x6o8ySG0sC,Scholar
A Study of Web Logs for Personalizing the MultiLingual Information Access to The European Library,2007,1.0,"LADL 2007, 19-28, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:XiSMed-E-HIC,Scholar
Clef 2007: Ad hoc track overview,2007,60.0,"Workshop of the Cross-Language Evaluation Forum for European Languages, 13-32, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:zGdJYJv2LkUC,Scholar
CLEF 2007: Ad hoc track overview,2007,44.0,"Workshop of the Cross-Language Evaluation Forum for European Languages, 13-32, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:PYBJJbyH-FwC,Scholar
Roadmap for multilingual information access in the European Library,2007,9.0,"International Conference on Theory and Practice of Digital Libraries, 136-147, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:dhFuZR0502QC,Scholar
The future of large-scale evaluation campaigns for information retrieval in europe,2007,15.0,"International Conference on Theory and Practice of Digital Libraries, 509-512, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:qxL8FJ1GzNcC,Scholar
Design and Development of a Digital Archive of Illuminated Manuscripts,2007,2.0,"14th International Conference of Image Analysis and Processing-Workshops …, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:SeFeTyx0c_EC,Scholar
Annotations as a tool for disclosing hidden relationships between illuminated manuscripts,2007,9.0,"Congress of the Italian Association for Artificial Intelligence, 662-673, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:hC7cP41nSMkC,Scholar
Appendix A: Results of the Core Tracks–Ad-hoc Bilingual and Monolingual Tasks,2007,1.0,"Working Notes for the CLEF 2007 Workshop, http://www. clef-campaign. org …, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:CdxZDUztZiMC,Scholar
Towards a reference quality model for digital libraries,2007,14.0,"Pre-Proceedings of the First International Workshop on Foundations of …, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:86PQX7AUzd4C,Scholar
Distributed Information Retrieval and Automatic Identification of Music Works in SAPIR.,2007,11.0,"SEBD, 479-482, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:1qzjygNMrQYC,Scholar
CLEF: Ongoing Activities and Plans for the Future.,2007,7.0,"NTCIR, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:j3f4tGmQtD8C,Scholar
How to Compare Bilingual to Monolingual Cross-Language Information Retrieval,2007,3.0,"European Conference on Information Retrieval, 533-540, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:isC4tDSrTZIC,Scholar
DelosDLMS - the Integrated DELOS Digital Library Management System,2007,35.0,"Digital Libraries: Research and Development. First International DELOS …, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:XvxMoLDsR5gC,Scholar
An approach for the construction of an experimental test collection to evaluate search systems that exploit annotations,2007,,"International DELOS Conference, 167-176, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:K3LRdlH-MEoC,Scholar
Adding multilingual information access to the European library,2007,8.0,"International DELOS Conference, 218-227, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:BqipwSGYUEgC,Scholar
The importance of scientific data curation for evaluation campaigns,2007,28.0,"International DELOS conference, 157-166, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:5nxA0vEk-isC,Scholar
Exploiting relevance assessment for the creation of an experimental test collection to evaluate systems that use annotations,2007,5.0,"DELOS Conference 2007 Working Notes, 195-202, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:S16KYo8Pm5AC,Scholar
Scientiﬁc Data of an Evaluation Campaign: Do We Properly Deal with Them?,2007,,"Evaluation of multilingual and multi-modal information retrieval: 7th …, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:za7pDTvVV8kC,Scholar
Elementi di basi di dati (seconda edizione),2007,,"Edizioni Libreria Progetto, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:ujxm2eEBZHIC,Scholar
Challenges to evaluation of multilingual geographic information retrieval in GeoCLEF,2007,5.0,"EVIA 2007 Online Proceedings, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:8VtEwCQfWZkC,Scholar
Part I-Multilingual Textual Document Retrieval (Ad Hoc)-CLEF 2006: Ad Hoc Track Overview,2007,,"Lecture Notes in Computer Science 4730, 21-34, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:sJPMR1oEGYQC,Scholar
Special Track: Intelligent Access to Multimedia Information-Annotations as a Tool for Disclosing Hidden Relationships Between Illuminated Manuscripts,2007,,"Lecture Notes in Computer Science 4733, 662-673, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:BOlwja0KXvYC,Scholar
Scientific Data of an Evaluation Campaign: Do We Properly Deal With Them?,2007,31.0,"Evaluation of Multilingual and Multi-modal Information Retrieval: Seventh …, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:yqoGN6RLRZoC,Scholar
Proposta metodologica e architetturale per la gestione distribuita e condivisa di collezioni di documenti digitali,2007,6.0,"Archivi 2 (2), 49-73, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:r_AWSJRzSzQC,Scholar
An Architecture to Share Metadata among Geographically Distributed Archives,2007,10.0,"DELOS Conference 2007 Working Notes, 231-239, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:ODE9OILHJdcC,Scholar
Design of the user interface of a scientific digital library system for large-scale evaluation campaigns,2007,8.0,"Working Notes of the Second DELOS Conference, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:HIFyuExEbWQC,Scholar
The DELOS digital library reference model. Foundations for digital libraries,2007,187.0,"ISTI-CNR, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:UHK10RUVsp4C,Scholar
GeoCLEF 2006: The CLEF 2006 Cross-Language Geographic Information Retrieval Track Overview,2007,72.0,"Lecture Notes in Computer Science 4730, 852-876, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:tS2w5q8j5-wC,Scholar
Extending the DelosDLMS by the FAST Annotation Service.,2007,3.0,"IRCDL, 7-12, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:tOudhMTPpwUC,Scholar
Annotation: what we learned from DELOS.,2007,,"IRCDL, 13-14, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:xtRiw3GOFMkC,Scholar
Construction of an Annotation Test Collection for Search Evaluation on Digital Libraries.,2007,,"IRCDL, 15-17, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:_xSYboBqXhAC,Scholar
An Effective User Interface for a Scientific DLS to Support Information Retrieval Evaluation.,2007,2.0,"IRCDL, 18-21, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:lSLTfruPkqcC,Scholar
A historical and contemporary study on annotations to derive key features for systems design,2007,81.0,"International Journal on Digital Libraries 8 (1), 1-19, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:hMod-77fHWUC,Scholar
From clef to trebleclef: promoting technology transfer for multilingual information retrieval,2007,8.0,"Proceedings of the Second DELOS Conference on Digital Libraries, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:4JMBOYKVnBMC,Scholar
A Proposal to Extend and Enrich the Scientific Data Curation of Evaluation Campaigns.,2007,18.0,"EVIA@ NTCIR, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:ULOm3_A8WrAC,Scholar
Scientific Evaluation of a DLMS: a service for evaluating information access components,2006,13.0,"International Conference on Theory and Practice of Digital Libraries, 536-539, 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:Wp0gIr-vW9MC,Scholar
Appendix C Results of the Domain Specific Track,2006,3.0,"Working Notes for the CLEF 2006 Workshop, 20-22, 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:GnPB-g6toBAC,Scholar
A Data Curation Approach to Support In-depth Multilingual Evaluation Studies,2006,16.0,"Proceedings of the Workhshop on New Directions in Multilingual Information …, 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:4TOpqqG69KYC,Scholar
DiLAS: a Distributed Service for the Management of Annotations,2006,,"DELOS Research Activities 2006, 119-120, 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:mlAyqtXpCwEC,Scholar
A Study on how to Enhance TEL with Multilingual Information Access,2006,3.0,"DELOS Research Activities 2006, 115-116, 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:ns9cj8rnVeAC,Scholar
Search strategies for finding annotations and annotated documents: The FAST service,2006,21.0,"International Conference on Flexible Query Answering Systems, 270-281, 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:roLk4NBRz8UC,Scholar
Integration of the DiLAS annotation service into digital library infrastructures,2006,8.0,"Blandford, A. and, 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:mVmsd5A6BfQC,Scholar
Annotation as a support to user interaction for content enhancement in digital libraries,2006,23.0,"Proceedings of the working conference on Advanced visual interfaces, 151-154, 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:KlAtU1dfN6UC,Scholar
Graph-based automatic suggestion of relationships among images of illuminated manuscripts,2006,15.0,"Proceedings of the 2006 ACM symposium on Applied computing, 1063-1067, 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:Zph67rFs4hoC,Scholar
Queries and Relevance Assessments: The Right Context for the Right Topic,2006,3.0,"Proc. First International Workshop on Adaptive Information Retrieval (AIR), 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:NaGl4SEjCO4C,Scholar
"DELOS-Deliverable 1.1. 1-WP 1: Survey on Peer-to-Peer Architectures, Grid Infrastructures, and Service-oriented Architectures for Digital Libraries",2006,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:wlzmIqt2EaEC,Scholar
CLEF 2007 Working Notes,2006,4.0,"CEUR Workshop Proceedings (CEUR-WS. org), ISSN, 1613-0073, 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:N4u4nq0IxgcC,Scholar
Part I-Multilingual Textual Document Retrival (Ad Hoc)-CLEF 2005: Ad Hoc Track Overview,2006,,"Lecture Notes in Computer Science 4022, 11-36, 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:AZju0d2GQJ0C,Scholar
CLEF 2006 Working Notes,2006,22.0,"Working Notes for CLEF 2006 Workshop co-located with the 10th European …, 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:KaMxkj08jr0C,Scholar
"A Study on the User Interface Design for TEL, and on Additional User Services",2006,,"DELOS Research Activities 2006, 119-120, 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=500&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:KbBQZpvPDL4C,Scholar
